stable_identity,defining_plugin,local_formid,runtime_formid,winning_plugin,editor_id,display_name,race,creature_type,sex,model,voice_type,template,placed_references,leveled_references,dialogue_references,total_references,deleted,initially_disabled,classification,classification_reason,profile_id
OldWorldBlues.esm|0001417C,OldWorldBlues.esm,0001417C,0301417C,TaleOfTwoWastelands.esm,NVDLC03CrSporePlant30Respawn,Spore Plant,,,unknown,creatures\NVSporePlant\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrSporePlant01Respawn [CREA:03014188],0,3,0,6,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_plant
OldWorldBlues.esm|0001417B,OldWorldBlues.esm,0001417B,0301417B,TaleOfTwoWastelands.esm,NVDLC03CrSporePlant20Respawn,Spore Plant,,,unknown,creatures\NVSporePlant\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrSporePlant01Respawn [CREA:03014188],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_plant
OldWorldBlues.esm|0001417A,OldWorldBlues.esm,0001417A,0301417A,TaleOfTwoWastelands.esm,NVDLC03CrSporePlant10Respawn,Spore Plant,,,unknown,creatures\NVSporePlant\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrSporePlant01Respawn [CREA:03014188],0,2,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_plant
OldWorldBlues.esm|000136E0,OldWorldBlues.esm,000136E0,030136E0,YUPTTW.esm,NVDLC03CrRoboScorpion50b,Robo-Scorpion Mk6b,,,unknown,creatures\radscorpion\skeleton_RoboScopion.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrRoboScorpion01b [CREA:030136DB],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000136DF,OldWorldBlues.esm,000136DF,030136DF,YUPTTW.esm,NVDLC03CrRoboScorpion40b,Robo-Scorpion Mk5b,,,unknown,creatures\radscorpion\skeleton_RoboScopion.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrRoboScorpion01b [CREA:030136DB],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000136DE,OldWorldBlues.esm,000136DE,030136DE,YUPTTW.esm,NVDLC03CrRoboScorpion30b,Robo-Scorpion Mk4b,,,unknown,creatures\radscorpion\skeleton_RoboScopion.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrRoboScorpion01b [CREA:030136DB],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000136DD,OldWorldBlues.esm,000136DD,030136DD,YUPTTW.esm,NVDLC03CrRoboScorpion20b,Robo-Scorpion Mk3b,,,unknown,creatures\radscorpion\skeleton_RoboScopion.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrRoboScorpion01b [CREA:030136DB],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000136DC,OldWorldBlues.esm,000136DC,030136DC,YUPTTW.esm,NVDLC03CrRoboScorpion10b,Robo-Scorpion Mk2b,,,unknown,creatures\radscorpion\skeleton_RoboScopion.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrRoboScorpion01b [CREA:030136DB],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000136DB,OldWorldBlues.esm,000136DB,030136DB,TaleOfTwoWastelands.esm,NVDLC03CrRoboScorpion01b,Robo-Scorpion Mk1b,,,unknown,creatures\radscorpion\skeleton_RoboScopion.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrRoboScorpion01 [CREA:0300A122],0,2,0,16,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001353A,OldWorldBlues.esm,0001353A,0301353A,YUPTTW.esm,NVDLC03X8NightStalkerExp,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|00012C73,OldWorldBlues.esm,00012C73,03012C73,OldWorldBlues.esm,NVDLC03CrRoboScorpionLvlX13,,,,unknown,marker_creature.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03EncRoboScorpion [LVLC:0300A12C],0,0,0,13,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00012A24,OldWorldBlues.esm,00012A24,03012A24,OldWorldBlues.esm,NVDLC03CrSporeCarrierLvlRespawn,,,,unknown,,DLC01UniqueTrogVoice [VTYP:0009467B],NVDLC03EncSporeCarrierRespawn [LVLC:03012A27],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
OldWorldBlues.esm|00012A23,OldWorldBlues.esm,00012A23,03012A23,TaleOfTwoWastelands.esm,NVDLC03CrSporeCarrier50Respawn,Spore Carrier Alpha,,,unknown,creatures\NVSporeCarrier\skeleton.nif,DLC01UniqueTrogVoice [VTYP:0009467B],NVDLC03CrSporeCarrier01Respawn [CREA:03012A1E],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_carrier_alpha
OldWorldBlues.esm|00012A22,OldWorldBlues.esm,00012A22,03012A22,TaleOfTwoWastelands.esm,NVDLC03CrSporeCarrier40Respawn,Spore Carrier Scavenger,,,unknown,creatures\NVSporeCarrier\skeleton.nif,DLC01UniqueTrogVoice [VTYP:0009467B],NVDLC03CrSporeCarrier01Respawn [CREA:03012A1E],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_carrier_scavenger
OldWorldBlues.esm|00012A21,OldWorldBlues.esm,00012A21,03012A21,TaleOfTwoWastelands.esm,NVDLC03CrSporeCarrier30Respawn,Spore Carrier Savage,,,unknown,creatures\NVSporeCarrier\skeleton.nif,DLC01UniqueTrogVoice [VTYP:0009467B],NVDLC03CrSporeCarrier01Respawn [CREA:03012A1E],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_carrier_savage
OldWorldBlues.esm|00012A20,OldWorldBlues.esm,00012A20,03012A20,TaleOfTwoWastelands.esm,NVDLC03CrSporeCarrier20Respawn,Spore Carrier Brute,,,unknown,creatures\NVSporeCarrier\skeleton.nif,DLC01UniqueTrogVoice [VTYP:0009467B],NVDLC03CrSporeCarrier01Respawn [CREA:03012A1E],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_carrier_brute
OldWorldBlues.esm|00012A1F,OldWorldBlues.esm,00012A1F,03012A1F,OldWorldBlues.esm,NVDLC03CrSporeCarrier10Respawn,Spore Carrier,,,unknown,creatures\NVSporeCarrier\skeleton.nif,DLC01UniqueTrogVoice [VTYP:0009467B],NVDLC03CrSporeCarrier01Respawn [CREA:03012A1E],0,2,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_carrier
OldWorldBlues.esm|00012A1E,OldWorldBlues.esm,00012A1E,03012A1E,TaleOfTwoWastelands.esm,NVDLC03CrSporeCarrier01Respawn,Spore Carrier Runt,,,unknown,creatures\NVSporeCarrier\skeleton.nif,DLC01UniqueTrogVoice [VTYP:0009467B],CrSporeCarrierFD [CREA:000E585F],0,2,0,12,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_carrier_runt
OldWorldBlues.esm|0001294D,OldWorldBlues.esm,0001294D,0301294D,YUPTTW.esm,NVDLC03CrMisterOrderly50Respawn,Mister Orderly Mk6,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandy [VTYP:00019FDC],NVDLC03CrMisterOrderly01Respawn [CREA:03012946],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001294C,OldWorldBlues.esm,0001294C,0301294C,YUPTTW.esm,NVDLC03CrMisterOrderly40Respawn,Mister Orderly Mk5,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandy [VTYP:00019FDC],NVDLC03CrMisterOrderly01Respawn [CREA:03012946],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001294B,OldWorldBlues.esm,0001294B,0301294B,YUPTTW.esm,NVDLC03CrMisterOrderly30Respawn,Mister Orderly Mk4,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandy [VTYP:00019FDC],NVDLC03CrMisterOrderly01Respawn [CREA:03012946],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001294A,OldWorldBlues.esm,0001294A,0301294A,YUPTTW.esm,NVDLC03CrMisterOrderly20Respawn,Mister Orderly Mk3,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandy [VTYP:00019FDC],NVDLC03CrMisterOrderly01Respawn [CREA:03012946],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00012949,OldWorldBlues.esm,00012949,03012949,OldWorldBlues.esm,NVDLC03CrMisterOrderlyLvlRespawn,,,,unknown,,,NVDLC03EncMisterOrderlyRespawn [LVLC:03012948],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00012947,OldWorldBlues.esm,00012947,03012947,YUPTTW.esm,NVDLC03CrMisterOrderly10Respawn,Mister Orderly Mk2,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandy [VTYP:00019FDC],NVDLC03CrMisterOrderly01Respawn [CREA:03012946],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00012946,OldWorldBlues.esm,00012946,03012946,YUPTTW.esm,NVDLC03CrMisterOrderly01Respawn,Mister Orderly Mk1,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandy [VTYP:00019FDC],CrMisterHandyNV [CREA:000CE6EA],0,2,0,18,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000124A6,OldWorldBlues.esm,000124A6,030124A6,YUPTTW.esm,NVDLC03CrMrHandyLvlX8,,,,unknown,marker_creature.nif,RobotMisterGutsy [VTYP:00019FDD],NVDLC03CrMisterOrderlyLvlRespawn [CREA:03012949],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE8,OldWorldBlues.esm,00011FE8,03011FE8,TaleOfTwoWastelands.esm,NVDLC03CrProtectronCSLvlRespawn,,,,unknown,,RobotProtectron [VTYP:00019FDA],NVDLC03EncProtectronCSRespawn [LVLC:03011FE9],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE7,OldWorldBlues.esm,00011FE7,03011FE7,TaleOfTwoWastelands.esm,NVDLC03CrProtectronCS50Respawn,Construction Drone,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectronCS01Respawn [CREA:03011FE2],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE6,OldWorldBlues.esm,00011FE6,03011FE6,TaleOfTwoWastelands.esm,NVDLC03CrProtectronCS40Respawn,Construction Drone,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectronCS01Respawn [CREA:03011FE2],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE5,OldWorldBlues.esm,00011FE5,03011FE5,TaleOfTwoWastelands.esm,NVDLC03CrProtectronCS30Respawn,Construction Drone,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectronCS01Respawn [CREA:03011FE2],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE4,OldWorldBlues.esm,00011FE4,03011FE4,TaleOfTwoWastelands.esm,NVDLC03CrProtectronCS20Respawn,Construction Drone,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectronCS01Respawn [CREA:03011FE2],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE3,OldWorldBlues.esm,00011FE3,03011FE3,TaleOfTwoWastelands.esm,NVDLC03CrProtectronCS10Respawn,Construction Drone,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectronCS01Respawn [CREA:03011FE2],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE2,OldWorldBlues.esm,00011FE2,03011FE2,TaleOfTwoWastelands.esm,NVDLC03CrProtectronCS01Respawn,Construction Drone,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrConstructionProtectron [CREA:0301471B],0,2,0,13,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FE1,OldWorldBlues.esm,00011FE1,03011FE1,OldWorldBlues.esm,NVDLC03CrCyberDogMixedLvl,,,,unknown,,,NVDLC03EncCyberDogMixed [LVLC:03011FEB],0,0,0,9,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
OldWorldBlues.esm|00011FE0,OldWorldBlues.esm,00011FE0,03011FE0,OldWorldBlues.esm,NVDLC03CrCyberDogPoliceLvl,,,,unknown,,,NVDLC03EncCyberDogPolice [LVLC:03011FEA],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
OldWorldBlues.esm|00011FDF,OldWorldBlues.esm,00011FDF,03011FDF,TaleOfTwoWastelands.esm,NVDLC03CrCyberDogPolice50,Police Cyber Dog,,,unknown,Creatures\Dog\Skeleton.nif,RobotUniqueRex [VTYP:0014F3EA],NVDLC03CrCyberDogPolice01 [CREA:03011FDA],0,8,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FDE,OldWorldBlues.esm,00011FDE,03011FDE,TaleOfTwoWastelands.esm,NVDLC03CrCyberDogPolice40,Police Cyber Dog,,,unknown,Creatures\Dog\Skeleton.nif,RobotUniqueRex [VTYP:0014F3EA],NVDLC03CrCyberDogPolice01 [CREA:03011FDA],0,8,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FDD,OldWorldBlues.esm,00011FDD,03011FDD,TaleOfTwoWastelands.esm,NVDLC03CrCyberDogPolice30,Police Cyber Dog,,,unknown,Creatures\Dog\Skeleton.nif,RobotUniqueRex [VTYP:0014F3EA],NVDLC03CrCyberDogPolice01 [CREA:03011FDA],0,8,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FDC,OldWorldBlues.esm,00011FDC,03011FDC,TaleOfTwoWastelands.esm,NVDLC03CrCyberDogPolice20,Police Cyber Dog,,,unknown,Creatures\Dog\Skeleton.nif,RobotUniqueRex [VTYP:0014F3EA],NVDLC03CrCyberDogPolice01 [CREA:03011FDA],0,8,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FDB,OldWorldBlues.esm,00011FDB,03011FDB,TaleOfTwoWastelands.esm,NVDLC03CrCyberDogPolice10,Police Cyber Dog,,,unknown,Creatures\Dog\Skeleton.nif,RobotUniqueRex [VTYP:0014F3EA],NVDLC03CrCyberDogPolice01 [CREA:03011FDA],0,6,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011FDA,OldWorldBlues.esm,00011FDA,03011FDA,YUPTTW.esm,NVDLC03CrCyberDogPolice01,Police Cyberdog,,,unknown,Creatures\Dog\Skeleton.nif,RobotUniqueRex [VTYP:0014F3EA],NVDLC03CyberdogPolice [CREA:0300E85B],0,6,0,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000119CB,OldWorldBlues.esm,000119CB,030119CB,TaleOfTwoWastelands.esm,NVDLC03CrTurretHardX13,Mark IV Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],NVDLC03CrTurretAvg [CREA:0300A117],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00011441,OldWorldBlues.esm,00011441,03011441,YUPTTW.esm,NVDLC03CrNightstalker20X13,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01X13 [CREA:0301143C],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|00011440,OldWorldBlues.esm,00011440,03011440,YUPTTW.esm,NVDLC03CrNightstalker30X13,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01X13 [CREA:0301143C],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001143F,OldWorldBlues.esm,0001143F,0301143F,YUPTTW.esm,NVDLC03CrNightstalker40X13,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01X13 [CREA:0301143C],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001143E,OldWorldBlues.esm,0001143E,0301143E,YUPTTW.esm,NVDLC03CrNightstalker50X13,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01X13 [CREA:0301143C],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001143D,OldWorldBlues.esm,0001143D,0301143D,OldWorldBlues.esm,NVDLC03CrNightstalkerLvlX13,,,,unknown,,,NVDLC03EncNightstalkerX13 [LVLC:0301143A],0,0,0,10,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
OldWorldBlues.esm|0001143C,OldWorldBlues.esm,0001143C,0301143C,YUPTTW.esm,NVDLC03CrNightstalker01X13,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,11,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001143B,OldWorldBlues.esm,0001143B,0301143B,YUPTTW.esm,NVDLC03CrNightstalker10X13,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01X13 [CREA:0301143C],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|000104DE,OldWorldBlues.esm,000104DE,030104DE,TaleOfTwoWastelands.esm,NVDLC03CrCyberDog01TEST,Cyber Dog,,,unknown,creatures\dog\skeleton_SonicBark.nif,RobotUniqueRex [VTYP:0014F3EA],,0,0,0,7,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F487,OldWorldBlues.esm,0000F487,0300F487,OldWorldBlues.esm,NVDLC03Doctor850,Doctor 8,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDoc8 [VTYP:030145FD],NVDLC03Doctor801 [CREA:0300F482],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F486,OldWorldBlues.esm,0000F486,0300F486,OldWorldBlues.esm,NVDLC03Doctor840,Doctor 8,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDoc8 [VTYP:030145FD],NVDLC03Doctor801 [CREA:0300F482],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F485,OldWorldBlues.esm,0000F485,0300F485,OldWorldBlues.esm,NVDLC03Doctor830,Doctor 8,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDoc8 [VTYP:030145FD],NVDLC03Doctor801 [CREA:0300F482],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F484,OldWorldBlues.esm,0000F484,0300F484,OldWorldBlues.esm,NVDLC03Doctor820,Doctor 8,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDoc8 [VTYP:030145FD],NVDLC03Doctor801 [CREA:0300F482],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F483,OldWorldBlues.esm,0000F483,0300F483,OldWorldBlues.esm,NVDLC03Doctor810,Doctor 8,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDoc8 [VTYP:030145FD],NVDLC03Doctor801 [CREA:0300F482],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F482,OldWorldBlues.esm,0000F482,0300F482,OldWorldBlues.esm,NVDLC03Doctor801,Doctor 8,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDoc8 [VTYP:030145FD],NVDLC03BrainBot [CREA:03003250],0,0,0,5,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F481,OldWorldBlues.esm,0000F481,0300F481,OldWorldBlues.esm,NVDLC03DoctorBorous50,Doctor Borous,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDocBorous [VTYP:030145FE],NVDLC03DoctorBorous01 [CREA:0300F47C],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F480,OldWorldBlues.esm,0000F480,0300F480,OldWorldBlues.esm,NVDLC03DoctorBorous40,Doctor Borous,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDocBorous [VTYP:030145FE],NVDLC03DoctorBorous01 [CREA:0300F47C],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F47F,OldWorldBlues.esm,0000F47F,0300F47F,OldWorldBlues.esm,NVDLC03DoctorBorous30,Doctor Borous,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDocBorous [VTYP:030145FE],NVDLC03DoctorBorous01 [CREA:0300F47C],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F47E,OldWorldBlues.esm,0000F47E,0300F47E,OldWorldBlues.esm,NVDLC03DoctorBorous20,Doctor Borous,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDocBorous [VTYP:030145FE],NVDLC03DoctorBorous01 [CREA:0300F47C],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0000F47D,OldWorldBlues.esm,0000F47D,0300F47D,OldWorldBlues.esm,NVDLC03DoctorBorous10,Doctor Borous,,,unknown,NVDLC03\Creatures\BrainBot\Skeleton.nif,NVDLC03MaleUniqueDocBorous [VTYP:030145FE],NVDLC03DoctorBorous01 [CREA:0300F47C],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
